,test_data,test_class,predict_class,predict_prob
66,"['AWS', '前', '两个', '星期', '有', '什么', '活动']",A2,A2,0.9999972258572679
67,"['亚马', '亚马逊', '云', '科技', '有', '什么', '针对', '不同', '同类', '类型', '组织', '织机', '机构', '的', '解决', '解决方案', '方案']",A2,A2,0.9999997740909918
68,"['AWS', '公司', '热线', '热线电话', '电话', '是', '多少']",A2,A2,0.981876576826284
69,"['你们', '公司', '都', '提供', '什么', '云安', '安全', '产品']",A2,A2,0.9999994553890863
70,"['你们', '公司', '最近', '两周', '有', '在线', '活动', '吗']",A2,A2,0.9999999180677042
71,"['亚马', '亚马逊', '云', '科技', '官方', '官方网', '官方网站', '网站', '是', '多少']",A2,A2,0.9998716689264275
72,"['AWS', '都', '有', '什么', '解决', '解决方案', '方案']",A2,A2,0.9999998608444746
73,"['把', 'AWS', '行业', '解决', '解决方案', '方案', '的', '说明', '资料', '发给', '我']",A2,A2,0.9999999997176374
74,"['你们', '公司', '昨天', '有', '什么', '峰会']",A2,A2,0.9999809698813319
75,"['AWS', '上周', '在', '西安', '有', '哪些', '研讨', '研讨会']",A2,A2,0.9999938755262753
76,"['AWS', '有', '什么', '市场', '活动']",A2,A2,0.9997564867633055
77,"['AWS', '明天', '有', '活动', '吗']",A2,A2,0.9999986507892593
78,"['Amazon', '', '', 'Aurora', '是', '什么', '产品']",A2,A2,0.7072428695195141
79,"['AWS', '这周', '有', '安全', '相关', '的', '会议', '吗']",A2,A2,0.9999984415504237
80,"['AWS', '公司', '做', '干什么', '什么', '的']",A2,A2,0.9964512710137575
81,"['把', '下周', '活动', '信息', '发', '我', '手机', '机上']",A2,A2,0.9998332493888669
82,"['我', '可以', '报名', 'AWS', '的', '研讨', '研讨会', '吗']",A2,A2,0.9999963997109029
83,"['11', '月', '5', '号', '线', '上', '的', '研讨', '研讨会', '是', '讲', '数据', '数据库', '据库', '这块', '的', '吗']",A2,A2,0.9999997390179146
84,"['星期', '星期五', '有', '什么', '活动']",A2,A2,0.9990890501563323
85,"['把', 'AWS', '安全', '产品', '的', '说明', '资料', '发', '我', '一下']",A2,A2,0.9999999985484465
86,"['把', '亚马', '亚马逊', '云', '科技', '存储', '产品', '的', '文档', '发给', '我']",A2,A2,0.9999999999416076
87,"['AWS', '都', '提供', '什么', '数据', '数据库', '据库', '产品']",A2,A2,0.999999222856065
88,"['跟', '我', '说', '说', 'AWS', '广告', '广告行业', '行业', '的', '解决', '解决方案', '方案']",A2,A2,0.9999993671972062
89,"['可以', '把', '10', '月', '28', '号', '那场', '机器', '学习', '的', '活动', '介绍', '发', '我', '邮箱', '吗']",A2,A2,0.9999999936463695
90,"['你们', '公司', '有没有', '没有', '云', '迁移', '的', '解决', '解决方案', '方案']",A2,A2,0.9999999995981028
91,"['把', '下周', '活动', '的', '内容', '发邮件', '邮件', '给', '我', '上']",A2,A2,0.9999995637194942
92,"['AWS', '都', '有', '哪些', '云端', '安全', '的', '解决', '解决方案', '方案']",A2,A2,0.99999999518419
93,"['你', '能', '帮', '我', '干什么', '什么']",A1,A1,0.9997761424487532
94,"['介绍', '一下', 'AWS', '数据', '数据分析', '分析', '现代', '现代化', '的', '解决', '解决方案', '方案']",A2,A2,0.9999999352727137
95,"['你们', '公司', '有没有', '没有', '有数', '数据', '数据分析', '分析', '现代', '现代化', '的', '解决', '解决方案', '方案']",A2,A2,0.9999999937265471
96,"['AWS', '都', '提供', '什么', '云端', '安全', '的', '解决', '解决方案', '方案']",A2,A2,0.99999998160083
97,"['把', '下周', '活动', '信息', '发', '个', '短信', '给', '我']",A2,A2,0.9997935199768199
98,"['你们', '公司', '都', '提供', '哪些', '安全', '管理', '产品']",A2,A2,0.9999999293742785
99,"['AWS', '有没有', '没有', '应用', '保护', '护产', '产品']",A2,A2,0.9999633703638308
100,"['能', '提供', '一下', '数据', '数据库', '据库', '产品', '的', '文档', '文档资料', '资料', '吗']",A2,A2,0.9999999385041766
101,"['我', '想', '了解', '11', '月', '5', '号', '北京', '线下', '的', '会议']",A2,A2,0.9999888615111304
102,"['AWS', '上月', '在', '北京', '有', '哪些', '峰会']",A2,A2,0.9999808256700842
103,"['亚马', '亚马逊', '云', '科技', '这', '两', '星期', '有', '网上', '讲座', '吗']",A2,A2,0.9999999988949426
104,"['有没有', '没有', '11', '月', '5', '号', '那场', '线下', '的', '邀请', '邀请函']",A2,A2,0.9974404707324165
105,"['能', '提供', '一下', '下机', '机器', '学习', '产品', '的', '文档', '文档资料', '资料', '吗']",A2,A2,0.9999977916261797
106,"['AWS', '公司', '公司地址', '地址', '在', '哪儿']",A2,A2,0.9989595704668021
107,"['介绍', '一下', '今天', '在线', '的', '会议', '内容']",A2,A2,0.9998303526914204
108,"['AWS', '公司', '网址', '是', '多少']",A2,A2,0.9993157148811692
109,"['AWS', '中国', '总部', '在', '北京', '吗']",A2,A2,0.9979149013186667
110,"['你们', '公司', '上月', '有', '会议', '吗']",A2,A2,0.9999995604674587
111,"['能', '提供', '安全', '管理', '、', '身份', '、', '权限', '管理', '产品', '的', '文档', '吗']",A2,A2,0.9999712366903363
112,"['11', '月', '5', '号', '的', '活动', '是', '说', '电商', '这块', '的', '吗']",A2,A2,0.9999376955324594
113,"['亚马', '亚马逊', '云', '科技', '都', '提供', '什么', '人工', '人工智能', '智能', '产品']",A2,A2,0.9999999966502386
114,"['AWS', '本月', '有', '技术', '方面', '的', '研讨', '研讨会', '吗']",A2,A2,0.9999995169035601
115,"['把', '上周', '活动', '的', '内容', '发', '我', '手机', '机上']",A2,A2,0.999981511081651
116,"['我', '想', '了解', '一下', 'AWS', '的', '合规', '合规性', '产品']",A2,A2,0.9999854739049956
117,"['AWS', '是', '一家', '怎样', '的', '公司']",A2,A2,0.999785314978639
118,"['你们', '公司', '都', '提供', '哪些', '应用', '安全', '产品']",A2,A2,0.9999999140208652
119,"['亚马', '亚马逊', '云', '科技', '都', '提供', '什么', '联网', '服务', '产品']",A2,A2,0.9999999953040586
120,"['介绍', '一下', 'AWS', '的', '行业', '解决', '解决方案', '方案']",A2,A2,0.9999999732734967
121,"['你们', '公司', '这个', '星期', '有线', '上', '讲座', '吗']",A2,A2,0.9999993130465029
122,"['亚马', '亚马逊', '云', '科技', '官方', '官方网', '网址', '是', '什么']",A2,A2,0.9999725807233827
123,"['把', '亚马', '亚马逊', '云', '科技', '存储', '产品', '的', '文档', '发到', '我', '邮箱']",A2,A2,0.9999999999760405
124,"['把', 'AWS', '技术', '解决', '解决方案', '方案', '的', '资料', '文件', '发到', '我', '邮箱']",A2,A2,0.9999999998698996
125,"['你们', '公司', '前', '两个', '星期', '有', '什么', '会议']",A2,A2,0.9999995335566063
126,"['你们', '公司', '有人', '人工', '人工智能', '智能', '与', '机器', '学习', '的', '解决', '解决方案', '方案', '吗']",A2,A2,0.9999999968456024
127,"['给', '我', '讲讲', '你们', '公司', '的', '云', '服务', '服务器', '务器', '产品']",A2,A2,0.9999999963766655
128,"['把', '亚马', '亚马逊', '云', '科技', '行业', '解决', '解决方案', '方案', '的', '文档', '文档资料', '资料', '发', '我', '邮件']",A2,A2,0.9999999999999858
129,"['亚马', '亚马逊', '云', '科技', '都', '有', '哪些', '网络', '网络产品', '产品']",A2,A2,0.9999999996767528
130,"['亚马', '亚马逊', '云', '科技', '有没有', '没有', '存储', '产品']",A2,A2,0.9999999909106734
131,"['亚马', '亚马逊', '云', '科技', '下星期', '星期', '有', '哪些', '用', '手机', '、', '电脑', '就', '可以', '观看', '的', '峰会']",A2,A2,0.9999998779235643
132,"['亚马', '亚马逊', '云', '科技', '都', '提供', '什么', '产品']",A2,A2,0.9999999951027583
133,"['怎么', '报名', '亚马', '亚马逊', '云', '科技', '的', '科技', '峰会']",A2,A2,0.9999995797512214
134,"['AWS', '有', '风险', '风险管理', '管理', '产品', '吗']",A2,A2,0.9999974481733903
135,"['AWS', '上周', '在', '西安', '有', '什么', '峰会']",A2,A2,0.9999295951942582
136,"['你们', '公司', '上月', '在', '西安', '有', '哪些', '研讨', '研讨会']",A2,A2,0.9999993480732805
137,"['把', '亚马', '亚马逊', '云', '科技', '游戏', '技术', '产品', '的', '说明', '资料', '发到', '我', '邮箱']",A2,A2,0.99999999999784
138,"['你们', '公司', '前天', '有', '什么', '在线', '峰会']",A2,A2,0.999980038989344
139,"['把', 'AWS', '数据', '数据库', '据库', '产品', '的', '说明', '资料', '发给', '我']",A2,A2,0.9999999963670803
140,"['AWS', '都', '提供', '哪些', '行业', '解决', '解决方案', '方案']",A2,A2,0.9999999800614605
141,"['亚马', '亚马逊', '云', '科技', '有没有', '没有', '云', '主机', '产品']",A2,A2,0.9999999840936767
142,"['亚马', '亚马逊', '云', '科技', '这', '月', '有用', '手机', '就', '可以', '观看', '的', '讲座', '吗']",A2,A2,0.9999999612817881
143,"['你们', '公司', '电话', '电话号码', '号码', '是', '什么']",A2,A2,0.9482559716769166
144,"['11', '月', '5', '号', '的', '会议', '是', '说', '电商', '那块', '的', '吗']",A2,A2,0.9998616146265376
145,"['你们', '公司', '上星期', '星期', '有', '在线', '会议', '吗']",A2,A2,0.9999997945828054
146,"['AWS', '这', '半月', '在', '广州', '有', '讲座', '吗']",A2,A2,0.9999943179770546
147,"['不', '太', '了解', '亚马', '亚马逊', '云', '科技', '做', '什么', '的']",A2,A2,0.9999835079472466
148,"['把', '下周', '活动', '的', '资料', '发', '我', '手机', '机上']",A2,A2,0.9999958517857542
149,"['可以', '把', '11', '月', '12', '号', '那场', '西安', '活动', '的', '具体', '具体内容', '体内', '内容', '发', '我', '发', '邮箱', '吗']",A2,A2,0.999954767299134
